survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs
PDS 2020,Province,Sindh,NA,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,4330051,251887,58.2,3914
PDS 2020,Division,Balochistan,Kalat,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,207838,51889,24.97,492
PDS 2020,Division,Balochistan,Mekran,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,98138,19782,20.16,146
PDS 2020,Division,Balochistan,Nasirabad,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,167248,81878,48.96,322
PDS 2020,Division,Balochistan,Quetta,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,375105,160892,42.89,425
PDS 2020,Division,Balochistan,Rakhshan,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,26834,5875,21.89,48
PDS 2020,Division,Balochistan,Sibi,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,115319,41531,36.01,212
PDS 2020,Division,Balochistan,Zhob,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,141624,39667,28.01,292
PDS 2020,Division,Islamabad ICT,Islamabad,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,135015,115805,85.77,133
PDS 2020,Division,Khyber Pakhtunkhwa,Bannu,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,206393,121117,58.68,297
PDS 2020,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,112758,86279,76.52,153
PDS 2020,Division,Khyber Pakhtunkhwa,Hazara,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,410993,303754,73.91,644
PDS 2020,Division,Khyber Pakhtunkhwa,Kohat,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,229330,178201,77.71,294
PDS 2020,Division,Khyber Pakhtunkhwa,Malakand,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,757722,594011,78.39,868
PDS 2020,Division,Khyber Pakhtunkhwa,Mardan,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,387175,293918,75.91,376
PDS 2020,Division,Khyber Pakhtunkhwa,Peshawar,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,882148,704138,79.82,978
PDS 2020,Division,Punjab,Bahawalpur,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,1124201,832718,74.07,1043
PDS 2020,Division,Punjab,Dera Ghazi Khan,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,1108964,642635,57.95,1075
PDS 2020,Division,Punjab,Faisalabad,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,1191592,1000348,83.95,1057
PDS 2020,Division,Punjab,Gujranwala,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,1261443,1120550,88.83,1233
PDS 2020,Division,Punjab,Lahore,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,1420853,1231387,86.67,1288
PDS 2020,Division,Punjab,Multan,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,1101619,835607,75.85,983
PDS 2020,Division,Punjab,Rawalpindi,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,625695,562064,89.83,635
PDS 2020,Division,Punjab,Sahiwal,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,684298,524267,76.61,670
PDS 2020,Division,Punjab,Sargodha,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,708665,604458,85.3,678
PDS 2020,Division,Sindh,Hyderabad,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,756889,567614,74.99,829
PDS 2020,Division,Sindh,Karachi,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,1054357,959022,90.96,1059
PDS 2020,Division,Sindh,Larkana,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,896115,664231,74.12,780
PDS 2020,Division,Sindh,Mirpur Khas,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,375558,184705,49.18,288
PDS 2020,Division,Sindh,Shaheed Benazirabad,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,391565,276665,70.66,347
PDS 2020,Division,Sindh,Sukkur,NA,Maternal Health,Institutional delivery (govt/private facility),% of births (last 3 years),pct,855568,643237,75.18,611
PDS 2020,Division,Balochistan,Kalat,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,207838,51443,24.75,492
PDS 2020,Division,Balochistan,Mekran,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,98138,18608,18.96,146
PDS 2020,Division,Balochistan,Nasirabad,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,167248,79175,47.34,322
PDS 2020,Division,Balochistan,Quetta,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,375105,161001,42.92,425
PDS 2020,Division,Balochistan,Rakhshan,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,26834,5425,20.22,48
PDS 2020,Division,Balochistan,Sibi,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,115319,37647,32.65,212
PDS 2020,Division,Balochistan,Zhob,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,141624,39826,28.12,292
PDS 2020,Division,Islamabad ICT,Islamabad,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,135015,116556,86.33,133
PDS 2020,Division,Khyber Pakhtunkhwa,Bannu,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,206393,140457,68.05,297
PDS 2020,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,112758,96549,85.63,153
PDS 2020,Division,Khyber Pakhtunkhwa,Hazara,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,410993,306318,74.53,644
PDS 2020,Division,Khyber Pakhtunkhwa,Kohat,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,229330,179794,78.4,294
PDS 2020,Division,Khyber Pakhtunkhwa,Malakand,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,757722,585069,77.21,868
PDS 2020,Division,Khyber Pakhtunkhwa,Mardan,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,387175,309857,80.03,376
PDS 2020,Division,Khyber Pakhtunkhwa,Peshawar,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,882148,703775,79.78,978
PDS 2020,Division,Punjab,Bahawalpur,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,1124201,845196,75.18,1043
PDS 2020,Division,Punjab,Dera Ghazi Khan,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,1108964,643917,58.06,1075
PDS 2020,Division,Punjab,Faisalabad,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,1191592,998026,83.76,1057
PDS 2020,Division,Punjab,Gujranwala,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,1261443,1130448,89.62,1233
PDS 2020,Division,Punjab,Lahore,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,1420853,1245580,87.66,1288
PDS 2020,Division,Punjab,Multan,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,1101619,834286,75.73,983
PDS 2020,Division,Punjab,Rawalpindi,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,625695,559138,89.36,635
PDS 2020,Division,Punjab,Sahiwal,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,684298,520749,76.1,670
PDS 2020,Division,Punjab,Sargodha,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,708665,582315,82.17,678
PDS 2020,Division,Sindh,Hyderabad,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,756889,571949,75.57,829
PDS 2020,Division,Sindh,Karachi,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,1054357,962251,91.26,1059
PDS 2020,Division,Sindh,Larkana,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,896115,640553,71.48,780
PDS 2020,Division,Sindh,Mirpur Khas,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,375558,181698,48.38,288
PDS 2020,Division,Sindh,Shaheed Benazirabad,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,391565,275808,70.44,347
PDS 2020,Division,Sindh,Sukkur,NA,Maternal Health,Delivery assisted by doctor/LHV/nurse,% of births (last 3 years),pct,855568,596045,69.67,611
PDS 2020,Division,Balochistan,Kalat,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,207838,13904,66.9,492
PDS 2020,Division,Balochistan,Mekran,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,98138,1696,17.3,146
PDS 2020,Division,Balochistan,Nasirabad,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,167248,11016,65.9,322
PDS 2020,Division,Balochistan,Quetta,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,375105,22160,59.1,425
PDS 2020,Division,Balochistan,Rakhshan,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,26834,0,0,48
PDS 2020,Division,Balochistan,Sibi,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,115319,10857,94.1,212
PDS 2020,Division,Balochistan,Zhob,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,141624,4401,31.1,292
PDS 2020,Division,Islamabad ICT,Islamabad,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,135015,7270,53.8,133
PDS 2020,Division,Khyber Pakhtunkhwa,Bannu,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,206393,10700,51.8,297
PDS 2020,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,112758,824,7.3,153
PDS 2020,Division,Khyber Pakhtunkhwa,Hazara,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,410993,37867,92.1,644
PDS 2020,Division,Khyber Pakhtunkhwa,Kohat,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,229330,13829,60.3,294
PDS 2020,Division,Khyber Pakhtunkhwa,Malakand,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,757722,32746,43.2,868
PDS 2020,Division,Khyber Pakhtunkhwa,Mardan,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,387175,12726,32.9,376
PDS 2020,Division,Khyber Pakhtunkhwa,Peshawar,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,882148,50254,57,978
PDS 2020,Division,Punjab,Bahawalpur,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,1124201,73355,65.3,1043
PDS 2020,Division,Punjab,Dera Ghazi Khan,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,1108964,63927,57.6,1075
PDS 2020,Division,Punjab,Faisalabad,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,1191592,60027,50.4,1057
PDS 2020,Division,Punjab,Gujranwala,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,1261443,40673,32.2,1233
PDS 2020,Division,Punjab,Lahore,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,1420853,54149,38.1,1288
PDS 2020,Division,Punjab,Multan,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,1101619,91149,82.7,983
PDS 2020,Division,Punjab,Rawalpindi,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,625695,36294,58,635
PDS 2020,Division,Punjab,Sahiwal,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,684298,56804,83,670
PDS 2020,Division,Punjab,Sargodha,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,708665,34533,48.7,678
PDS 2020,Division,Sindh,Hyderabad,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,756889,52103,68.8,829
PDS 2020,Division,Sindh,Karachi,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,1054357,41750,39.6,1059
PDS 2020,Division,Sindh,Larkana,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,896115,64370,71.8,780
PDS 2020,Division,Sindh,Mirpur Khas,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,375558,16890,45,288
PDS 2020,Division,Sindh,Shaheed Benazirabad,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,391565,19728,50.4,347
PDS 2020,Division,Sindh,Sukkur,NA,Vital Statistics,"Infant deaths per 1,000 live births (IMR, births of last 3 years)","per 1,000 live births",pct,855568,57048,66.7,611
PDS 2020,National,Pakistan (survey domain),NA,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,220579436,5929599,26.9,225900
PDS 2020,National,Pakistan (survey domain),NA,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,220579436,1471130,6.7,225900
PDS 2020,Province,Balochistan,NA,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,13097587,360283,27.5,23040
PDS 2020,Province,Islamabad ICT,NA,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,1880946,40270,21.4,1857
PDS 2020,Province,Khyber Pakhtunkhwa,NA,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,36948897,999050,27,44843
PDS 2020,Province,Punjab,NA,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,116555648,3111281,26.7,108346
PDS 2020,Province,Sindh,NA,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,52096358,1418714,27.2,47814
PDS 2020,Province,Balochistan,NA,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,13097587,81271,6.2,23040
PDS 2020,Province,Islamabad ICT,NA,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,1880946,15548,8.3,1857
PDS 2020,Province,Khyber Pakhtunkhwa,NA,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,36948897,155655,4.2,44843
PDS 2020,Province,Punjab,NA,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,116555648,870126,7.5,108346
PDS 2020,Province,Sindh,NA,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,52096358,348529,6.7,47814
PDS 2020,Division,Balochistan,Kalat,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,2422705,60414,24.9,5797
PDS 2020,Division,Balochistan,Mekran,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,1347056,33534,24.9,2123
PDS 2020,Division,Balochistan,Nasirabad,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,1633692,57667,35.3,3163
PDS 2020,Division,Balochistan,Quetta,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,4307275,123591,28.7,5241
PDS 2020,Division,Balochistan,Rakhshan,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,372180,5392,14.5,741
PDS 2020,Division,Balochistan,Sibi,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,1351618,33189,24.6,2474
PDS 2020,Division,Balochistan,Zhob,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,1663060,46497,28,3501
PDS 2020,Division,Islamabad ICT,Islamabad,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,1880946,40270,21.4,1857
PDS 2020,Division,Khyber Pakhtunkhwa,Bannu,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,2477810,71657,28.9,3546
PDS 2020,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,1818579,34942,19.2,2513
PDS 2020,Division,Khyber Pakhtunkhwa,Hazara,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,5169345,154379,29.9,7947
PDS 2020,Division,Khyber Pakhtunkhwa,Kohat,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,3186537,75545,23.7,3994
PDS 2020,Division,Khyber Pakhtunkhwa,Malakand,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,9022755,243925,27,10343
PDS 2020,Division,Khyber Pakhtunkhwa,Mardan,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,4664988,121143,26,4507
PDS 2020,Division,Khyber Pakhtunkhwa,Peshawar,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,10608883,297459,28,11993
PDS 2020,Division,Punjab,Bahawalpur,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,13303774,376973,28.3,12007
PDS 2020,Division,Punjab,Dera Ghazi Khan,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,11501286,367283,31.9,10811
PDS 2020,Division,Punjab,Faisalabad,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,15537341,391656,25.2,13675
PDS 2020,Division,Punjab,Gujranwala,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,17084659,462163,27.1,16841
PDS 2020,Division,Punjab,Lahore,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,19080415,453436,23.8,17039
PDS 2020,Division,Punjab,Multan,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,13174874,385772,29.3,11627
PDS 2020,Division,Punjab,Rawalpindi,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,10126748,213476,21.1,10124
PDS 2020,Division,Punjab,Sahiwal,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,7827642,227629,29.1,7691
PDS 2020,Division,Punjab,Sargodha,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,8918910,232893,26.1,8531
PDS 2020,Division,Sindh,Hyderabad,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,10248045,265263,25.9,11080
PDS 2020,Division,Sindh,Karachi,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,15272788,319086,20.9,15262
PDS 2020,Division,Sindh,Larkana,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,8844767,293310,33.2,7509
PDS 2020,Division,Sindh,Mirpur Khas,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,4365963,117667,27,3407
PDS 2020,Division,Sindh,Shaheed Benazirabad,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,4939536,138924,28.1,4540
PDS 2020,Division,Sindh,Sukkur,NA,Vital Statistics,"Crude birth rate (births in 2020 per 1,000 population)","per 1,000 population",ratio,8425259,284465,33.8,6016
PDS 2020,Division,Balochistan,Kalat,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,2422705,17645,7.3,5797
PDS 2020,Division,Balochistan,Mekran,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,1347056,8574,6.4,2123
PDS 2020,Division,Balochistan,Nasirabad,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,1633692,11834,7.2,3163
PDS 2020,Division,Balochistan,Quetta,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,4307275,25870,6,5241
PDS 2020,Division,Balochistan,Rakhshan,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,372180,3623,9.7,741
PDS 2020,Division,Balochistan,Sibi,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,1351618,6989,5.2,2474
PDS 2020,Division,Balochistan,Zhob,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,1663060,6736,4.1,3501
PDS 2020,Division,Islamabad ICT,Islamabad,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,1880946,15548,8.3,1857
PDS 2020,Division,Khyber Pakhtunkhwa,Bannu,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,2477810,5549,2.2,3546
PDS 2020,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,1818579,8567,4.7,2513
PDS 2020,Division,Khyber Pakhtunkhwa,Hazara,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,5169345,39249,7.6,7947
PDS 2020,Division,Khyber Pakhtunkhwa,Kohat,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,3186537,9953,3.1,3994
PDS 2020,Division,Khyber Pakhtunkhwa,Malakand,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,9022755,39227,4.3,10343
PDS 2020,Division,Khyber Pakhtunkhwa,Mardan,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,4664988,13711,2.9,4507
PDS 2020,Division,Khyber Pakhtunkhwa,Peshawar,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,10608883,39398,3.7,11993
PDS 2020,Division,Punjab,Bahawalpur,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,13303774,100932,7.6,12007
PDS 2020,Division,Punjab,Dera Ghazi Khan,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,11501286,67973,5.9,10811
PDS 2020,Division,Punjab,Faisalabad,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,15537341,144459,9.3,13675
PDS 2020,Division,Punjab,Gujranwala,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,17084659,116298,6.8,16841
PDS 2020,Division,Punjab,Lahore,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,19080415,125145,6.6,17039
PDS 2020,Division,Punjab,Multan,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,13174874,121314,9.2,11627
PDS 2020,Division,Punjab,Rawalpindi,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,10126748,66786,6.6,10124
PDS 2020,Division,Punjab,Sahiwal,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,7827642,73275,9.4,7691
PDS 2020,Division,Punjab,Sargodha,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,8918910,53944,6,8531
PDS 2020,Division,Sindh,Hyderabad,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,10248045,68292,6.7,11080
PDS 2020,Division,Sindh,Karachi,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,15272788,100892,6.6,15262
PDS 2020,Division,Sindh,Larkana,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,8844767,73751,8.3,7509
PDS 2020,Division,Sindh,Mirpur Khas,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,4365963,23637,5.4,3407
PDS 2020,Division,Sindh,Shaheed Benazirabad,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,4939536,29651,6,4540
PDS 2020,Division,Sindh,Sukkur,NA,Vital Statistics,"Crude death rate (deaths in 2020 per 1,000 population)","per 1,000 population",ratio,8425259,52306,6.2,6016
PDS 2020,National,Pakistan (survey domain),NA,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,35438806,NA,3.22,36121
PDS 2020,National,Pakistan (survey domain),NA,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,35438806,NA,20.67,36121
PDS 2020,Province,Balochistan,NA,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1875429,NA,3.55,3335
PDS 2020,Province,Islamabad ICT,NA,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,312449,NA,2.72,307
PDS 2020,Province,Khyber Pakhtunkhwa,NA,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,5915037,NA,3.39,7159
PDS 2020,Province,Punjab,NA,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,19048628,NA,3.16,17691
