survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs
PDS 2020,Province,Sindh,NA,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,8287264,NA,3.19,7629
PDS 2020,Province,Balochistan,NA,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1875429,NA,19.96,3335
PDS 2020,Province,Islamabad ICT,NA,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,312449,NA,21.86,307
PDS 2020,Province,Khyber Pakhtunkhwa,NA,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,5915037,NA,19.73,7159
PDS 2020,Province,Punjab,NA,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,19048628,NA,21.1,17691
PDS 2020,Province,Sindh,NA,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,8287264,NA,20.48,7629
PDS 2020,Division,Balochistan,Kalat,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,365138,NA,3.33,870
PDS 2020,Division,Balochistan,Mekran,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,216590,NA,2.96,336
PDS 2020,Division,Balochistan,Nasirabad,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,252469,NA,3.72,488
PDS 2020,Division,Balochistan,Quetta,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,576253,NA,3.66,722
PDS 2020,Division,Balochistan,Rakhshan,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,61955,NA,3.13,118
PDS 2020,Division,Balochistan,Sibi,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,192430,NA,3.79,353
PDS 2020,Division,Balochistan,Zhob,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,210593,NA,3.91,448
PDS 2020,Division,Islamabad ICT,Islamabad,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,312449,NA,2.72,307
PDS 2020,Division,Khyber Pakhtunkhwa,Bannu,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,359048,NA,3.5,509
PDS 2020,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,280907,NA,3.1,384
PDS 2020,Division,Khyber Pakhtunkhwa,Hazara,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,883124,NA,3.08,1339
PDS 2020,Division,Khyber Pakhtunkhwa,Kohat,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,527802,NA,3.13,658
PDS 2020,Division,Khyber Pakhtunkhwa,Malakand,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1448423,NA,3.58,1639
PDS 2020,Division,Khyber Pakhtunkhwa,Mardan,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,775446,NA,3.26,749
PDS 2020,Division,Khyber Pakhtunkhwa,Peshawar,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1640285,NA,3.57,1881
PDS 2020,Division,Punjab,Bahawalpur,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,2212204,NA,3.45,1999
PDS 2020,Division,Punjab,Dera Ghazi Khan,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1855501,NA,3.66,1750
PDS 2020,Division,Punjab,Faisalabad,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,2531901,NA,2.86,2229
PDS 2020,Division,Punjab,Gujranwala,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,2764505,NA,3.01,2710
PDS 2020,Division,Punjab,Lahore,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,3069016,NA,3.19,2736
PDS 2020,Division,Punjab,Multan,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,2233507,NA,3.22,1974
PDS 2020,Division,Punjab,Rawalpindi,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1658197,NA,2.69,1666
PDS 2020,Division,Punjab,Sahiwal,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1248521,NA,3.31,1225
PDS 2020,Division,Punjab,Sargodha,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1475276,NA,3.09,1402
PDS 2020,Division,Sindh,Hyderabad,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1623257,NA,3.14,1764
PDS 2020,Division,Sindh,Karachi,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,2559608,NA,2.72,2564
PDS 2020,Division,Sindh,Larkana,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1357866,NA,3.66,1158
PDS 2020,Division,Sindh,Mirpur Khas,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,661910,NA,3.05,509
PDS 2020,Division,Sindh,Shaheed Benazirabad,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,725997,NA,3.43,670
PDS 2020,Division,Sindh,Sukkur,NA,Fertility,Mean children ever born (ever-married women 15-49),children per woman,mean,1358626,NA,3.62,964
PDS 2020,Division,Balochistan,Kalat,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,365138,NA,20.11,870
PDS 2020,Division,Balochistan,Mekran,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,216590,NA,20.3,336
PDS 2020,Division,Balochistan,Nasirabad,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,252469,NA,18.66,488
PDS 2020,Division,Balochistan,Quetta,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,576253,NA,20.36,722
PDS 2020,Division,Balochistan,Rakhshan,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,61955,NA,20.42,118
PDS 2020,Division,Balochistan,Sibi,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,192430,NA,19.45,353
PDS 2020,Division,Balochistan,Zhob,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,210593,NA,20.18,448
PDS 2020,Division,Islamabad ICT,Islamabad,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,312449,NA,21.86,307
PDS 2020,Division,Khyber Pakhtunkhwa,Bannu,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,359048,NA,19.64,509
PDS 2020,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,280907,NA,20.85,384
PDS 2020,Division,Khyber Pakhtunkhwa,Hazara,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,883124,NA,21.09,1339
PDS 2020,Division,Khyber Pakhtunkhwa,Kohat,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,527802,NA,20.1,658
PDS 2020,Division,Khyber Pakhtunkhwa,Malakand,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1448423,NA,18.92,1639
PDS 2020,Division,Khyber Pakhtunkhwa,Mardan,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,775446,NA,19.66,749
PDS 2020,Division,Khyber Pakhtunkhwa,Peshawar,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1640285,NA,19.46,1881
PDS 2020,Division,Punjab,Bahawalpur,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,2212204,NA,20.85,1999
PDS 2020,Division,Punjab,Dera Ghazi Khan,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1855501,NA,19.41,1750
PDS 2020,Division,Punjab,Faisalabad,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,2531901,NA,21.57,2229
PDS 2020,Division,Punjab,Gujranwala,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,2764505,NA,22.04,2710
PDS 2020,Division,Punjab,Lahore,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,3069016,NA,21.27,2736
PDS 2020,Division,Punjab,Multan,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,2233507,NA,20.19,1974
PDS 2020,Division,Punjab,Rawalpindi,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1658197,NA,21.68,1666
PDS 2020,Division,Punjab,Sahiwal,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1248521,NA,21.13,1225
PDS 2020,Division,Punjab,Sargodha,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1475276,NA,21.3,1402
PDS 2020,Division,Sindh,Hyderabad,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1623257,NA,21.08,1764
PDS 2020,Division,Sindh,Karachi,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,2559608,NA,20.76,2564
PDS 2020,Division,Sindh,Larkana,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1357866,NA,19.9,1158
PDS 2020,Division,Sindh,Mirpur Khas,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,661910,NA,21.07,509
PDS 2020,Division,Sindh,Shaheed Benazirabad,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,725997,NA,20.95,670
PDS 2020,Division,Sindh,Sukkur,NA,Fertility,Mean age at first marriage (ever-married women 15-49),years,mean,1358626,NA,19.27,964
