survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs,representative
PSLM 2019-20,District,Sindh,Larkana,Jacobabad,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,126994,14454,11.38,1015,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kambar Shahdad Kot,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,309784,539,0.17,1050,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kashmore,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,192812,17651,9.15,750,District-representative
PSLM 2019-20,District,Sindh,Larkana,Larkana,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,248472,2300,0.93,1380,District-representative
PSLM 2019-20,District,Sindh,Larkana,Shikarpur,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,220398,5578,2.53,971,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Mirpur Khas,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,226267,1220,0.54,1341,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Tharparkar,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,354962,6429,1.81,1080,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Umer Kot,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,203440,14482,7.12,779,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,250490,916,0.37,1132,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Sanghar,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,394483,37006,9.38,1365,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,252984,28881,11.42,1369,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Ghotki,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,283808,11184,3.94,1475,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Khairpur,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,397979,75839,19.06,1926,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Sukkur,Food Security,Severe food insecurity (FIES raw score 7+),% of households,pct,237828,5422,2.28,1112,District-representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,10633052,7104751,66.82,52639,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,15263906,14742119,96.58,70788,Representative
PSLM 2019-20,Province,Balochistan,NA,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,722251,287491,39.8,6670,Representative
PSLM 2019-20,Province,Islamabad ICT,NA,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,9374,8959,95.58,44,Representative
PSLM 2019-20,Province,Khyber Pakhtunkhwa,NA,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,1938038,1258173,64.92,11535,Representative
PSLM 2019-20,Province,Punjab,NA,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,5772700,4149482,71.88,24730,Representative
PSLM 2019-20,Province,Sindh,NA,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,2190690,1400646,63.94,9660,Representative
PSLM 2019-20,Province,Balochistan,NA,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,702876,585054,83.24,5866,Representative
PSLM 2019-20,Province,Islamabad ICT,NA,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,146902,145689,99.17,616,Representative
PSLM 2019-20,Province,Khyber Pakhtunkhwa,NA,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,2863787,2750678,96.05,15972,Representative
PSLM 2019-20,Province,Punjab,NA,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,8170667,8041832,98.42,34776,Representative
PSLM 2019-20,Province,Sindh,NA,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,3379675,3218866,95.24,13558,Representative
PSLM 2019-20,Division,Balochistan,Kalat,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,180898,62079,34.32,2036,Representative
PSLM 2019-20,Division,Balochistan,Loralai,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,43434,14080,32.42,309,Representative
PSLM 2019-20,Division,Balochistan,Mekran,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,101983,89665,87.92,434,Representative
PSLM 2019-20,Division,Balochistan,Nasirabad,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,119246,47252,39.63,869,Representative
PSLM 2019-20,Division,Balochistan,Quetta,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,97373,37521,38.53,407,Representative
PSLM 2019-20,Division,Balochistan,Rakhshan,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,72708,17765,24.43,1367,Representative
PSLM 2019-20,Division,Balochistan,Sibi,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,69641,15319,22,864,Representative
PSLM 2019-20,Division,Balochistan,Zhob,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,36967,3811,10.31,384,Representative
PSLM 2019-20,Division,Islamabad ICT,Islamabad,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,9374,8959,95.58,44,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Bannu,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,125875,96012,76.28,469,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,154974,102542,66.17,619,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Hazara,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,425589,235034,55.23,2493,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Kohat,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,99900,55605,55.66,899,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Malakand,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,399901,243787,60.96,2936,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Mardan,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,248309,182062,73.32,1272,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Peshawar,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,483490,343131,70.97,2847,Representative
PSLM 2019-20,Division,Punjab,Bahawalpur,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,726908,485796,66.83,3149,Representative
PSLM 2019-20,Division,Punjab,Dera Ghazi Khan,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,1092409,634590,58.09,3759,Representative
PSLM 2019-20,Division,Punjab,Faisalabad,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,643511,497926,77.38,3016,Representative
PSLM 2019-20,Division,Punjab,Gujranwala,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,569342,414169,72.75,2676,Representative
PSLM 2019-20,Division,Punjab,Lahore,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,483784,403234,83.35,1802,Representative
PSLM 2019-20,Division,Punjab,Multan,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,831784,684054,82.24,3206,Representative
PSLM 2019-20,Division,Punjab,Rawalpindi,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,349218,281858,80.71,1905,Representative
PSLM 2019-20,Division,Punjab,Sahiwal,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,603280,519383,86.09,2606,Representative
PSLM 2019-20,Division,Punjab,Sargodha,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,472465,228474,48.36,2611,Representative
PSLM 2019-20,Division,Sindh,Hyderabad,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,697039,408960,58.67,3311,Representative
PSLM 2019-20,Division,Sindh,Karachi,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,165294,150710,91.18,455,Representative
PSLM 2019-20,Division,Sindh,Larkana,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,417777,263042,62.96,1997,Representative
PSLM 2019-20,Division,Sindh,Mirpur Khas,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,235044,123166,52.4,940,Representative
PSLM 2019-20,Division,Sindh,Shaheed Benazirabad,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,325464,174186,53.52,1299,Representative
PSLM 2019-20,Division,Sindh,Sukkur,NA,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,350072,280582,80.15,1658,Representative
PSLM 2019-20,Division,Balochistan,Kalat,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,116269,91608,78.79,1102,Representative
PSLM 2019-20,Division,Balochistan,Loralai,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,57270,44704,78.06,600,Representative
PSLM 2019-20,Division,Balochistan,Mekran,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,98350,89109,90.6,514,Representative
PSLM 2019-20,Division,Balochistan,Nasirabad,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,67962,57836,85.1,507,Representative
PSLM 2019-20,Division,Balochistan,Quetta,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,237624,212069,89.25,1233,Representative
PSLM 2019-20,Division,Balochistan,Rakhshan,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,47995,35969,74.94,884,Representative
PSLM 2019-20,Division,Balochistan,Sibi,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,55679,37909,68.09,679,Representative
PSLM 2019-20,Division,Balochistan,Zhob,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,21728,15851,72.95,347,Representative
PSLM 2019-20,Division,Islamabad ICT,Islamabad,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,146902,145689,99.17,616,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Bannu,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,218006,198371,90.99,926,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,191496,183835,96,756,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Hazara,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,476510,448985,94.22,2695,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Kohat,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,246903,239443,96.98,1703,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Malakand,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,658668,640229,97.2,4139,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Mardan,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,341869,337707,98.78,1754,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Peshawar,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,730336,702107,96.13,3999,Representative
PSLM 2019-20,Division,Punjab,Bahawalpur,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,770446,749570,97.29,3373,Representative
PSLM 2019-20,Division,Punjab,Dera Ghazi Khan,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,819420,812113,99.11,2843,Representative
PSLM 2019-20,Division,Punjab,Faisalabad,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,1187872,1172651,98.72,5081,Representative
PSLM 2019-20,Division,Punjab,Gujranwala,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,1159604,1149763,99.15,5087,Representative
PSLM 2019-20,Division,Punjab,Lahore,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,1487652,1462401,98.3,5111,Representative
PSLM 2019-20,Division,Punjab,Multan,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,805293,783782,97.33,3496,Representative
PSLM 2019-20,Division,Punjab,Rawalpindi,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,721949,717327,99.36,3865,Representative
PSLM 2019-20,Division,Punjab,Sahiwal,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,586442,575278,98.1,2469,Representative
PSLM 2019-20,Division,Punjab,Sargodha,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,631989,618947,97.94,3451,Representative
PSLM 2019-20,Division,Sindh,Hyderabad,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,683052,633688,92.77,3151,Representative
PSLM 2019-20,Division,Sindh,Karachi,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,1232777,1197843,97.17,3686,Representative
PSLM 2019-20,Division,Sindh,Larkana,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,477836,448190,93.8,2214,Representative
PSLM 2019-20,Division,Sindh,Mirpur Khas,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,219410,213126,97.14,938,Representative
PSLM 2019-20,Division,Sindh,Shaheed Benazirabad,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,374179,353307,94.42,1651,Representative
PSLM 2019-20,Division,Sindh,Sukkur,NA,Service Satisfaction,Satisfied with government primary school (among users),% of user households,pct,392420,372713,94.98,1918,Representative
PSLM 2019-20,District,Balochistan,Kalat,Awaran,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,19150,0,0,353,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Kalat,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,14801,10401,70.27,354,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Khuzdar,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,79925,2098,2.62,767,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Lasbela,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,11621,10093,86.85,31,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Mastung,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,35146,26154,74.42,345,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Shaheed Sikandarabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,20255,13334,65.83,186,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Barkhan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,1280,568,44.38,19,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Duki,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,22857,0,0,181,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Loralai,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,19297,13512,70.02,109,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Gwadar,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,3844,3524,91.67,49,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Kech,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,98139,86141,87.77,385,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Jaffarabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,47302,16299,34.46,263,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Kachhi,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,14102,10874,77.11,248,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Nasirabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,19610,6473,33.01,171,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Sohbatpur,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,38233,13607,35.59,187,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Killa Abdullah,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,39162,14603,37.29,126,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Pishin,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,24873,9080,36.5,150,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Quetta,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,33337,13838,41.51,131,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Kharan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,28792,972,3.38,566,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Nushki,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,22960,8071,35.15,409,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Washuk,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,20956,8721,41.62,392,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Dera Bugti,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,50611,4822,9.53,533,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Harnai,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,3397,3126,92.01,76,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Kohlu,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,766,511,66.67,6,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Sibi,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,10450,5459,52.24,197,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Ziarat,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,4416,1401,31.72,52,District-representative
PSLM 2019-20,District,Balochistan,Zhob,Killa Saifullah,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,16451,3811,23.17,281,District-representative
PSLM 2019-20,District,Balochistan,Zhob,Sherani,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,20516,0,0,103,District-representative
PSLM 2019-20,District,Islamabad ICT,Islamabad,Islamabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,9374,8959,95.58,44,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Bannu,Bannu,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,54137,42228,78,214,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Bannu,Lakki Marwat,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,70862,53580,75.61,248,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Bannu,North Waziristan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,876,204,23.28,7,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,99989,71857,71.87,387,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Dera Ismail Khan,South Waziristan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,15350,3413,22.24,79,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Tank,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,39635,27271,68.81,153,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Abbottabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,95802,62261,64.99,346,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Batagram,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,39435,21349,54.14,300,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Haripur,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,78751,48339,61.38,426,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Kohistan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,64701,15141,23.4,550,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Mansehra,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,124800,76539,61.33,550,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Torghar,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,22098,11407,51.62,321,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Hangu,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,10251,7176,70,194,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Karak,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,16543,13147,79.47,90,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Kohat,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,17703,11860,66.99,87,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Kurram,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,32875,14533,44.21,320,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Orakzai,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,22527,8889,39.46,208,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Bajaur,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,58013,37636,64.87,501,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Buner,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,50032,38902,77.76,369,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Chitral,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,21947,10620,48.39,235,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,84888,46764,55.09,636,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Malakand,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,38528,23427,60.8,210,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Shangla,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,22441,14409,64.21,110,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Swat,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,80328,51659,64.31,406,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Upper Dir,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,43723,20371,46.59,469,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Mardan,Mardan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,132878,104690,78.79,611,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Mardan,Swabi,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,115431,77372,67.03,661,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Charsadda,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,86084,60151,69.88,554,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Khyber,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,68114,64625,94.88,521,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Mohmand,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,37975,16184,42.62,360,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Nowshera,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,76975,38698,50.27,475,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Peshawar,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,214342,163472,76.27,937,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Bahawalnagar,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,176250,133286,75.62,918,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Bahawalpur,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,205353,118316,57.62,1127,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Rahim Yar Khan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,345305,234194,67.82,1104,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,333682,317412,95.12,1108,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Layyah,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,175829,61954,35.24,366,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Muzaffargarh,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,345602,154264,44.64,1307,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Rajanpur,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,237295,100960,42.55,978,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Chiniot,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,92799,79188,85.33,550,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Faisalabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,301600,230983,76.59,1164,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Jhang,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,121254,92379,76.19,648,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Toba Tek Singh,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,127858,95375,74.6,654,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Gujranwala,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,108424,79194,73.04,524,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Gujrat,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,83804,43142,51.48,434,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Hafizabad,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,34941,29928,85.65,316,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Mandi Bahauddin,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,55708,15234,27.35,256,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Narowal,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,97399,79454,81.58,586,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Sialkot,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,189066,167218,88.44,560,District-representative
PSLM 2019-20,District,Punjab,Lahore,Kasur,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,132494,107067,80.81,616,District-representative
PSLM 2019-20,District,Punjab,Lahore,Lahore,Service Satisfaction,Satisfied with Basic Health Unit (among users),% of user households,pct,141425,119017,84.16,377,District-representative
