survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs,representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Chitral,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,389998,13643,3.5,3667,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1241286,29727,2.39,9794,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Malakand,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,584169,20356,3.48,3263,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Shangla,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,603711,21448,3.55,3054,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Swat,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2121642,49603,2.34,6851,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Upper Dir,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,743338,32776,4.41,7551,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Mardan,Mardan,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2199716,76303,3.47,10365,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Mardan,Swabi,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1525022,39389,2.58,8719,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Charsadda,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1498486,49578,3.31,9112,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Khyber,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,830773,13837,1.67,6149,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Mohmand,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,442913,18043,4.07,4253,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Nowshera,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1308613,41794,3.19,7839,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Peshawar,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,4396200,123269,2.8,19254,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Bahawalnagar,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2894115,127718,4.41,14153,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Bahawalpur,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,3598841,123912,3.44,17757,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Rahim Yar Khan,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,4670334,190476,4.08,15275,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2686771,129511,4.82,9376,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Layyah,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1817015,87847,4.83,3826,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Muzaffargarh,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,4160254,150448,3.62,16964,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Rajanpur,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1885104,80246,4.26,7812,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Chiniot,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1295033,47354,3.66,6943,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Faisalabad,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,7054796,240435,3.41,26258,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Jhang,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2562841,105326,4.11,12218,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Toba Tek Singh,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1899879,73960,3.89,9188,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Gujranwala,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,4440473,183307,4.13,17310,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Gujrat,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2193343,83685,3.82,10749,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Hafizabad,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,880428,32708,3.71,6847,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Mandi Bahauddin,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1376234,60199,4.37,6093,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Narowal,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1646003,47668,2.9,9429,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Sialkot,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,3674668,104497,2.84,10508,District-representative
PSLM 2019-20,District,Punjab,Lahore,Kasur,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2878942,75407,2.62,13264,District-representative
PSLM 2019-20,District,Punjab,Lahore,Lahore,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,11006959,361510,3.28,29610,District-representative
PSLM 2019-20,District,Punjab,Lahore,Nankana Sahib,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1101448,24964,2.27,5561,District-representative
PSLM 2019-20,District,Punjab,Lahore,Sheikhupura,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,3095121,80113,2.59,13252,District-representative
PSLM 2019-20,District,Punjab,Multan,Khanewal,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2809464,95223,3.39,12159,District-representative
PSLM 2019-20,District,Punjab,Multan,Lodhran,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1377679,31150,2.26,6885,District-representative
PSLM 2019-20,District,Punjab,Multan,Multan,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,3988354,119745,3,19026,District-representative
PSLM 2019-20,District,Punjab,Multan,Vehari,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2772848,61024,2.2,8832,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Attock,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1357107,57792,4.26,8304,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Chakwal,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1163828,55671,4.78,6892,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Jhelum,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,980512,47610,4.86,6654,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Rawalpindi,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,4770035,201067,4.22,22271,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Okara,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2597846,63699,2.45,7908,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Pakpattan,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1565733,48377,3.09,8426,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Sahiwal,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2132904,82258,3.86,10258,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Bhakkar,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1403872,65218,4.65,8436,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Khushab,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1048119,43175,4.12,7208,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Mianwali,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1283064,63104,4.92,6644,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Sargodha,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,3283778,171029,5.21,15626,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Badin,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1703749,36669,2.15,6248,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Dadu,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1495805,26921,1.8,4109,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Hyderabad,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2046805,59507,2.91,8933,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Jamshoro,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,479782,10712,2.23,3170,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Matiari,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,604438,14225,2.35,3132,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Sujawal,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,706209,15890,2.25,3830,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Allahyar,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,617313,20010,3.24,3580,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Muhammad Khan,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,586907,16653,2.84,3939,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Thatta,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,710668,19201,2.7,4757,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi Central,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,3128686,98949,3.16,11972,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi East,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2871809,91700,3.19,10214,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi South,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1779731,52176,2.93,7825,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi West,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,3916865,82390,2.1,9659,District-representative
PSLM 2019-20,District,Sindh,Karachi,Korangi,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2522283,58180,2.31,5503,District-representative
PSLM 2019-20,District,Sindh,Karachi,Malir,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2054252,40962,1.99,4813,District-representative
PSLM 2019-20,District,Sindh,Larkana,Jacobabad,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,636206,16238,2.55,5116,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kambar Shahdad Kot,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1277002,30375,2.38,4340,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kashmore,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,962255,25242,2.62,3664,District-representative
PSLM 2019-20,District,Sindh,Larkana,Larkana,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1091214,34480,3.16,6050,District-representative
PSLM 2019-20,District,Sindh,Larkana,Shikarpur,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1229937,66515,5.41,5479,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Mirpur Khas,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1154235,54651,4.73,6818,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Tharparkar,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1652744,113573,6.87,5076,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Umer Kot,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1003690,86543,8.62,3961,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1208661,22496,1.86,5531,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Sanghar,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2037491,43600,2.14,7046,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1283804,33615,2.62,7059,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Ghotki,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1489701,29024,1.95,7705,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Khairpur,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,2428987,76707,3.16,11672,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Sukkur,Disability,Functional limitation: a lot of difficulty or cannot do (any domain),% of population,pct,1292357,29857,2.31,6057,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Awaran,Disability,Functional limitation: any difficulty (any domain),% of population,pct,98860,4360,4.41,1793,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Kalat,Disability,Functional limitation: any difficulty (any domain),% of population,pct,144221,12736,8.83,3391,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Khuzdar,Disability,Functional limitation: any difficulty (any domain),% of population,pct,484605,25885,5.34,4710,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Lasbela,Disability,Functional limitation: any difficulty (any domain),% of population,pct,605904,62533,10.32,1448,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Mastung,Disability,Functional limitation: any difficulty (any domain),% of population,pct,278011,18767,6.75,2632,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Shaheed Sikandarabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,155471,20198,12.99,1352,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Barkhan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,238730,23478,9.83,2921,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Duki,Disability,Functional limitation: any difficulty (any domain),% of population,pct,157147,8292,5.28,1241,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Loralai,Disability,Functional limitation: any difficulty (any domain),% of population,pct,287582,23235,8.08,3126,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Gwadar,Disability,Functional limitation: any difficulty (any domain),% of population,pct,216212,34105,15.77,2132,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Kech,Disability,Functional limitation: any difficulty (any domain),% of population,pct,862268,85239,9.89,3701,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Jaffarabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,495123,23390,4.72,3145,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Kachhi,Disability,Functional limitation: any difficulty (any domain),% of population,pct,208789,26795,12.83,3067,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Nasirabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,455303,16414,3.6,3037,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Sohbatpur,Disability,Functional limitation: any difficulty (any domain),% of population,pct,183418,7324,3.99,942,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Killa Abdullah,Disability,Functional limitation: any difficulty (any domain),% of population,pct,968654,50573,5.22,4484,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Pishin,Disability,Functional limitation: any difficulty (any domain),% of population,pct,677149,79765,11.78,5490,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Quetta,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2354373,327238,13.9,9932,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Kharan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,179796,8331,4.63,3543,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Nushki,Disability,Functional limitation: any difficulty (any domain),% of population,pct,160832,6938,4.31,2795,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Washuk,Disability,Functional limitation: any difficulty (any domain),% of population,pct,153478,14251,9.29,2882,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Dera Bugti,Disability,Functional limitation: any difficulty (any domain),% of population,pct,265013,4868,1.84,2866,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Harnai,Disability,Functional limitation: any difficulty (any domain),% of population,pct,91124,10195,11.19,2795,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Kohlu,Disability,Functional limitation: any difficulty (any domain),% of population,pct,70990,20782,29.27,546,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Sibi,Disability,Functional limitation: any difficulty (any domain),% of population,pct,315502,34657,10.98,3302,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Ziarat,Disability,Functional limitation: any difficulty (any domain),% of population,pct,150879,13928,9.23,2435,District-representative
PSLM 2019-20,District,Balochistan,Zhob,Killa Saifullah,Disability,Functional limitation: any difficulty (any domain),% of population,pct,256446,13755,5.36,4469,District-representative
PSLM 2019-20,District,Balochistan,Zhob,Sherani,Disability,Functional limitation: any difficulty (any domain),% of population,pct,136526,4608,3.38,867,District-representative
PSLM 2019-20,District,Islamabad ICT,Islamabad,Islamabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1605994,133004,8.28,6569,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Bannu,Bannu,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1197921,174786,14.59,4652,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Bannu,Lakki Marwat,Disability,Functional limitation: any difficulty (any domain),% of population,pct,893861,119224,13.34,3424,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Bannu,North Waziristan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,528275,45144,8.55,3200,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1642462,130051,7.92,5472,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Dera Ismail Khan,South Waziristan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,599976,46368,7.73,2639,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Tank,Disability,Functional limitation: any difficulty (any domain),% of population,pct,371304,24076,6.48,1833,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Abbottabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1318431,155350,11.78,5216,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Batagram,Disability,Functional limitation: any difficulty (any domain),% of population,pct,475466,41192,8.66,3832,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Haripur,Disability,Functional limitation: any difficulty (any domain),% of population,pct,980718,130836,13.34,5841,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Kohistan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,899187,47363,5.27,7628,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Mansehra,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1386991,151320,10.91,6170,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Torghar,Disability,Functional limitation: any difficulty (any domain),% of population,pct,148270,13018,8.78,2366,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Hangu,Disability,Functional limitation: any difficulty (any domain),% of population,pct,428465,40912,9.55,5371,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Karak,Disability,Functional limitation: any difficulty (any domain),% of population,pct,559201,83411,14.92,2749,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Kohat,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1141741,139878,12.25,5008,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Kurram,Disability,Functional limitation: any difficulty (any domain),% of population,pct,497871,36893,7.41,4661,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Orakzai,Disability,Functional limitation: any difficulty (any domain),% of population,pct,263450,19032,7.22,2588,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Bajaur,Disability,Functional limitation: any difficulty (any domain),% of population,pct,924708,56769,6.14,7354,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Buner,Disability,Functional limitation: any difficulty (any domain),% of population,pct,712514,66478,9.33,5184,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Chitral,Disability,Functional limitation: any difficulty (any domain),% of population,pct,389998,31901,8.18,3667,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1241286,65666,5.29,9794,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Malakand,Disability,Functional limitation: any difficulty (any domain),% of population,pct,584169,45585,7.8,3263,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Shangla,Disability,Functional limitation: any difficulty (any domain),% of population,pct,603711,46439,7.69,3054,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Swat,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2121642,129768,6.12,6851,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Upper Dir,Disability,Functional limitation: any difficulty (any domain),% of population,pct,743338,61522,8.28,7551,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Mardan,Mardan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2199716,202309,9.2,10365,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Mardan,Swabi,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1525022,112388,7.37,8719,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Charsadda,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1498486,138193,9.22,9112,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Khyber,Disability,Functional limitation: any difficulty (any domain),% of population,pct,830773,39356,4.74,6149,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Mohmand,Disability,Functional limitation: any difficulty (any domain),% of population,pct,442913,36318,8.2,4253,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Nowshera,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1308613,119473,9.13,7839,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Peshawar,Disability,Functional limitation: any difficulty (any domain),% of population,pct,4396200,371999,8.46,19254,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Bahawalnagar,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2894115,308373,10.66,14153,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Bahawalpur,Disability,Functional limitation: any difficulty (any domain),% of population,pct,3598841,295922,8.22,17757,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Rahim Yar Khan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,4670334,639779,13.7,15275,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2686771,293385,10.92,9376,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Layyah,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1817015,197901,10.89,3826,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Muzaffargarh,Disability,Functional limitation: any difficulty (any domain),% of population,pct,4160254,440794,10.6,16964,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Rajanpur,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1885104,167611,8.89,7812,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Chiniot,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1295033,120093,9.27,6943,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Faisalabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,7054796,639253,9.06,26258,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Jhang,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2562841,313545,12.23,12218,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Toba Tek Singh,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1899879,221383,11.65,9188,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Gujranwala,Disability,Functional limitation: any difficulty (any domain),% of population,pct,4440473,627264,14.13,17310,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Gujrat,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2193343,309782,14.12,10749,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Hafizabad,Disability,Functional limitation: any difficulty (any domain),% of population,pct,880428,109971,12.49,6847,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Mandi Bahauddin,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1376234,213844,15.54,6093,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Narowal,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1646003,161539,9.81,9429,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Sialkot,Disability,Functional limitation: any difficulty (any domain),% of population,pct,3674668,303125,8.25,10508,District-representative
PSLM 2019-20,District,Punjab,Lahore,Kasur,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2878942,261879,9.1,13264,District-representative
PSLM 2019-20,District,Punjab,Lahore,Lahore,Disability,Functional limitation: any difficulty (any domain),% of population,pct,11006959,1172721,10.65,29610,District-representative
PSLM 2019-20,District,Punjab,Lahore,Nankana Sahib,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1101448,89961,8.17,5561,District-representative
PSLM 2019-20,District,Punjab,Lahore,Sheikhupura,Disability,Functional limitation: any difficulty (any domain),% of population,pct,3095121,252184,8.15,13252,District-representative
PSLM 2019-20,District,Punjab,Multan,Khanewal,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2809464,337867,12.03,12159,District-representative
PSLM 2019-20,District,Punjab,Multan,Lodhran,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1377679,101502,7.37,6885,District-representative
PSLM 2019-20,District,Punjab,Multan,Multan,Disability,Functional limitation: any difficulty (any domain),% of population,pct,3988354,403623,10.12,19026,District-representative
PSLM 2019-20,District,Punjab,Multan,Vehari,Disability,Functional limitation: any difficulty (any domain),% of population,pct,2772848,175915,6.34,8832,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Attock,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1357107,140994,10.39,8304,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Chakwal,Disability,Functional limitation: any difficulty (any domain),% of population,pct,1163828,127072,10.92,6892,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Jhelum,Disability,Functional limitation: any difficulty (any domain),% of population,pct,980512,96340,9.83,6654,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Rawalpindi,Disability,Functional limitation: any difficulty (any domain),% of population,pct,4770035,513130,10.76,22271,District-representative
