survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs
LFS 2024-25,Division,Sindh,Shaheed Benazirabad,NA,Employment Structure,Paid employees,% of employed,pct,2062628,739594,35.86,2756
LFS 2024-25,Division,Sindh,Sukkur,NA,Employment Structure,Paid employees,% of employed,pct,2164561,930635,42.99,3051
LFS 2024-25,Division,Balochistan,Kalat,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,570564,213295,37.38,2273
LFS 2024-25,Division,Balochistan,Loralai,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,293759,97476,33.18,944
LFS 2024-25,Division,Balochistan,Mekran,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,524567,182531,34.8,859
LFS 2024-25,Division,Balochistan,Nasirabad,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,689207,218977,31.77,2175
LFS 2024-25,Division,Balochistan,Quetta,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,843626,354128,41.98,2059
LFS 2024-25,Division,Balochistan,Rakhshan,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,203938,81883,40.15,583
LFS 2024-25,Division,Balochistan,Sibi,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,314688,108620,34.52,1107
LFS 2024-25,Division,Balochistan,Zhob,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,214355,94333,44.01,630
LFS 2024-25,Division,Islamabad ICT,Islamabad,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,666912,205769,30.85,787
LFS 2024-25,Division,Khyber Pakhtunkhwa,Bannu,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,653394,338478,51.8,792
LFS 2024-25,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,707298,261543,36.98,1130
LFS 2024-25,Division,Khyber Pakhtunkhwa,Hazara,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,1872734,581428,31.05,3469
LFS 2024-25,Division,Khyber Pakhtunkhwa,Kohat,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,871640,317872,36.47,1071
LFS 2024-25,Division,Khyber Pakhtunkhwa,Malakand,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,2760800,970259,35.14,4265
LFS 2024-25,Division,Khyber Pakhtunkhwa,Mardan,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,1303110,516191,39.61,1737
LFS 2024-25,Division,Khyber Pakhtunkhwa,Peshawar,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,2857819,1064902,37.26,4225
LFS 2024-25,Division,Punjab,Bahawalpur,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,4928155,1956784,39.71,5538
LFS 2024-25,Division,Punjab,Dera Ghazi Khan,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,5479766,1955731,35.69,6284
LFS 2024-25,Division,Punjab,Faisalabad,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,5258991,2107014,40.06,5507
LFS 2024-25,Division,Punjab,Gujranwala,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,5523263,2070414,37.49,6215
LFS 2024-25,Division,Punjab,Lahore,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,6745368,2167379,32.13,6099
LFS 2024-25,Division,Punjab,Multan,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,5104000,2054478,40.25,5373
LFS 2024-25,Division,Punjab,Rawalpindi,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,3427897,1212106,35.36,3745
LFS 2024-25,Division,Punjab,Sahiwal,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,3113979,1269542,40.77,3447
LFS 2024-25,Division,Punjab,Sargodha,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,3198019,1124871,35.17,3674
LFS 2024-25,Division,Sindh,Hyderabad,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,3376310,1177721,34.88,4943
LFS 2024-25,Division,Sindh,Karachi,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,5475388,1649953,30.13,6615
LFS 2024-25,Division,Sindh,Larkana,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,2539830,849091,33.43,3876
LFS 2024-25,Division,Sindh,Mirpur Khas,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,1385161,477922,34.5,2020
LFS 2024-25,Division,Sindh,Shaheed Benazirabad,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,2062628,812668,39.4,2756
LFS 2024-25,Division,Sindh,Sukkur,NA,Employment Structure,Own-account (independent) workers,% of employed,pct,2164561,793685,36.67,3051
LFS 2024-25,Division,Balochistan,Kalat,NA,Employment Structure,Employers,% of employed,pct,570564,9999,1.75,2273
LFS 2024-25,Division,Balochistan,Loralai,NA,Employment Structure,Employers,% of employed,pct,293759,4932,1.68,944
LFS 2024-25,Division,Balochistan,Mekran,NA,Employment Structure,Employers,% of employed,pct,524567,4892,0.93,859
LFS 2024-25,Division,Balochistan,Nasirabad,NA,Employment Structure,Employers,% of employed,pct,689207,2939,0.43,2175
LFS 2024-25,Division,Balochistan,Quetta,NA,Employment Structure,Employers,% of employed,pct,843626,22645,2.68,2059
LFS 2024-25,Division,Balochistan,Rakhshan,NA,Employment Structure,Employers,% of employed,pct,203938,1307,0.64,583
LFS 2024-25,Division,Balochistan,Sibi,NA,Employment Structure,Employers,% of employed,pct,314688,3240,1.03,1107
LFS 2024-25,Division,Balochistan,Zhob,NA,Employment Structure,Employers,% of employed,pct,214355,3698,1.72,630
LFS 2024-25,Division,Islamabad ICT,Islamabad,NA,Employment Structure,Employers,% of employed,pct,666912,13618,2.04,787
LFS 2024-25,Division,Khyber Pakhtunkhwa,Bannu,NA,Employment Structure,Employers,% of employed,pct,653394,5040,0.77,792
LFS 2024-25,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Employment Structure,Employers,% of employed,pct,707298,5022,0.71,1130
LFS 2024-25,Division,Khyber Pakhtunkhwa,Hazara,NA,Employment Structure,Employers,% of employed,pct,1872734,22855,1.22,3469
LFS 2024-25,Division,Khyber Pakhtunkhwa,Kohat,NA,Employment Structure,Employers,% of employed,pct,871640,13576,1.56,1071
LFS 2024-25,Division,Khyber Pakhtunkhwa,Malakand,NA,Employment Structure,Employers,% of employed,pct,2760800,30281,1.1,4265
LFS 2024-25,Division,Khyber Pakhtunkhwa,Mardan,NA,Employment Structure,Employers,% of employed,pct,1303110,10826,0.83,1737
LFS 2024-25,Division,Khyber Pakhtunkhwa,Peshawar,NA,Employment Structure,Employers,% of employed,pct,2857819,42349,1.48,4225
LFS 2024-25,Division,Punjab,Bahawalpur,NA,Employment Structure,Employers,% of employed,pct,4928155,57577,1.17,5538
LFS 2024-25,Division,Punjab,Dera Ghazi Khan,NA,Employment Structure,Employers,% of employed,pct,5479766,20255,0.37,6284
LFS 2024-25,Division,Punjab,Faisalabad,NA,Employment Structure,Employers,% of employed,pct,5258991,66283,1.26,5507
LFS 2024-25,Division,Punjab,Gujranwala,NA,Employment Structure,Employers,% of employed,pct,5523263,95455,1.73,6215
LFS 2024-25,Division,Punjab,Lahore,NA,Employment Structure,Employers,% of employed,pct,6745368,165746,2.46,6099
LFS 2024-25,Division,Punjab,Multan,NA,Employment Structure,Employers,% of employed,pct,5104000,35025,0.69,5373
LFS 2024-25,Division,Punjab,Rawalpindi,NA,Employment Structure,Employers,% of employed,pct,3427897,80055,2.34,3745
LFS 2024-25,Division,Punjab,Sahiwal,NA,Employment Structure,Employers,% of employed,pct,3113979,28354,0.91,3447
LFS 2024-25,Division,Punjab,Sargodha,NA,Employment Structure,Employers,% of employed,pct,3198019,42156,1.32,3674
LFS 2024-25,Division,Sindh,Hyderabad,NA,Employment Structure,Employers,% of employed,pct,3376310,36716,1.09,4943
LFS 2024-25,Division,Sindh,Karachi,NA,Employment Structure,Employers,% of employed,pct,5475388,132610,2.42,6615
LFS 2024-25,Division,Sindh,Larkana,NA,Employment Structure,Employers,% of employed,pct,2539830,31129,1.23,3876
LFS 2024-25,Division,Sindh,Mirpur Khas,NA,Employment Structure,Employers,% of employed,pct,1385161,10115,0.73,2020
LFS 2024-25,Division,Sindh,Shaheed Benazirabad,NA,Employment Structure,Employers,% of employed,pct,2062628,13760,0.67,2756
LFS 2024-25,Division,Sindh,Sukkur,NA,Employment Structure,Employers,% of employed,pct,2164561,19994,0.92,3051
LFS 2024-25,Division,Balochistan,Kalat,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,570564,45475,7.97,2273
LFS 2024-25,Division,Balochistan,Loralai,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,293759,111705,38.03,944
LFS 2024-25,Division,Balochistan,Mekran,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,524567,8984,1.71,859
LFS 2024-25,Division,Balochistan,Nasirabad,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,689207,316352,45.9,2175
LFS 2024-25,Division,Balochistan,Quetta,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,843626,24169,2.86,2059
LFS 2024-25,Division,Balochistan,Rakhshan,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,203938,10713,5.25,583
LFS 2024-25,Division,Balochistan,Sibi,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,314688,65150,20.7,1107
LFS 2024-25,Division,Balochistan,Zhob,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,214355,18896,8.82,630
LFS 2024-25,Division,Islamabad ICT,Islamabad,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,666912,64903,9.73,787
LFS 2024-25,Division,Khyber Pakhtunkhwa,Bannu,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,653394,73467,11.24,792
LFS 2024-25,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,707298,49104,6.94,1130
LFS 2024-25,Division,Khyber Pakhtunkhwa,Hazara,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,1872734,417305,22.28,3469
LFS 2024-25,Division,Khyber Pakhtunkhwa,Kohat,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,871640,109982,12.62,1071
LFS 2024-25,Division,Khyber Pakhtunkhwa,Malakand,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,2760800,401010,14.53,4265
LFS 2024-25,Division,Khyber Pakhtunkhwa,Mardan,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,1303110,192617,14.78,1737
LFS 2024-25,Division,Khyber Pakhtunkhwa,Peshawar,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,2857819,295720,10.35,4225
LFS 2024-25,Division,Punjab,Bahawalpur,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,4928155,1010421,20.5,5538
LFS 2024-25,Division,Punjab,Dera Ghazi Khan,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,5479766,1586968,28.96,6284
LFS 2024-25,Division,Punjab,Faisalabad,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,5258991,886894,16.86,5507
LFS 2024-25,Division,Punjab,Gujranwala,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,5523263,744226,13.47,6215
LFS 2024-25,Division,Punjab,Lahore,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,6745368,864542,12.82,6099
LFS 2024-25,Division,Punjab,Multan,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,5104000,999805,19.59,5373
LFS 2024-25,Division,Punjab,Rawalpindi,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,3427897,441032,12.87,3745
LFS 2024-25,Division,Punjab,Sahiwal,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,3113979,585795,18.81,3447
LFS 2024-25,Division,Punjab,Sargodha,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,3198019,568165,17.77,3674
LFS 2024-25,Division,Sindh,Hyderabad,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,3376310,307837,9.12,4943
LFS 2024-25,Division,Sindh,Karachi,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,5475388,217367,3.97,6615
LFS 2024-25,Division,Sindh,Larkana,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,2539830,734638,28.92,3876
LFS 2024-25,Division,Sindh,Mirpur Khas,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,1385161,189366,13.67,2020
LFS 2024-25,Division,Sindh,Shaheed Benazirabad,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,2062628,462035,22.4,2756
LFS 2024-25,Division,Sindh,Sukkur,NA,Employment Structure,Contributing family workers / dependent contractors,% of employed,pct,2164561,369611,17.08,3051
LFS 2024-25,Division,Balochistan,Kalat,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,570564,22970,4.03,2273
LFS 2024-25,Division,Balochistan,Loralai,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,293759,2154,0.73,944
LFS 2024-25,Division,Balochistan,Mekran,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,524567,1996,0.38,859
LFS 2024-25,Division,Balochistan,Nasirabad,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,689207,11526,1.67,2175
LFS 2024-25,Division,Balochistan,Quetta,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,843626,44171,5.24,2059
LFS 2024-25,Division,Balochistan,Rakhshan,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,203938,4037,1.98,583
LFS 2024-25,Division,Balochistan,Sibi,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,314688,8567,2.72,1107
LFS 2024-25,Division,Balochistan,Zhob,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,214355,1377,0.64,630
LFS 2024-25,Division,Islamabad ICT,Islamabad,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,666912,37425,5.61,787
LFS 2024-25,Division,Khyber Pakhtunkhwa,Bannu,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,653394,14790,2.26,792
LFS 2024-25,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,707298,12078,1.71,1130
LFS 2024-25,Division,Khyber Pakhtunkhwa,Hazara,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,1872734,36125,1.93,3469
LFS 2024-25,Division,Khyber Pakhtunkhwa,Kohat,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,871640,19452,2.23,1071
LFS 2024-25,Division,Khyber Pakhtunkhwa,Malakand,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,2760800,55931,2.03,4265
LFS 2024-25,Division,Khyber Pakhtunkhwa,Mardan,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,1303110,25877,1.99,1737
LFS 2024-25,Division,Khyber Pakhtunkhwa,Peshawar,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,2857819,90078,3.15,4225
LFS 2024-25,Division,Punjab,Bahawalpur,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,4928155,167383,3.4,5538
LFS 2024-25,Division,Punjab,Dera Ghazi Khan,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,5479766,206952,3.78,6284
LFS 2024-25,Division,Punjab,Faisalabad,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,5258991,118160,2.25,5507
LFS 2024-25,Division,Punjab,Gujranwala,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,5523263,154449,2.8,6215
LFS 2024-25,Division,Punjab,Lahore,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,6745368,253408,3.76,6099
LFS 2024-25,Division,Punjab,Multan,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,5104000,224435,4.4,5373
LFS 2024-25,Division,Punjab,Rawalpindi,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,3427897,204285,5.96,3745
LFS 2024-25,Division,Punjab,Sahiwal,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,3113979,55175,1.77,3447
LFS 2024-25,Division,Punjab,Sargodha,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,3198019,184977,5.78,3674
LFS 2024-25,Division,Sindh,Hyderabad,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,3376310,75637,2.24,4943
LFS 2024-25,Division,Sindh,Karachi,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,5475388,428523,7.83,6615
LFS 2024-25,Division,Sindh,Larkana,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,2539830,20870,0.82,3876
LFS 2024-25,Division,Sindh,Mirpur Khas,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,1385161,10204,0.74,2020
LFS 2024-25,Division,Sindh,Shaheed Benazirabad,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,2062628,29296,1.42,2756
LFS 2024-25,Division,Sindh,Sukkur,NA,Working Conditions,"Time-related underemployment (<35 hrs, wants more work)",% of employed,pct,2164561,44046,2.03,3051
LFS 2024-25,Division,Balochistan,Kalat,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,558206,NA,49.7,2218
LFS 2024-25,Division,Balochistan,Loralai,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,293463,NA,47.4,943
LFS 2024-25,Division,Balochistan,Mekran,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,519971,NA,49.64,851
LFS 2024-25,Division,Balochistan,Nasirabad,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,684535,NA,42.02,2160
LFS 2024-25,Division,Balochistan,Quetta,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,842841,NA,49.72,2057
LFS 2024-25,Division,Balochistan,Rakhshan,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,202991,NA,49.03,580
LFS 2024-25,Division,Balochistan,Sibi,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,314414,NA,44.35,1106
LFS 2024-25,Division,Balochistan,Zhob,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,214355,NA,50.49,630
LFS 2024-25,Division,Islamabad ICT,Islamabad,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,647843,NA,48.35,765
LFS 2024-25,Division,Khyber Pakhtunkhwa,Bannu,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,636224,NA,51.16,774
LFS 2024-25,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,704839,NA,44.26,1127
LFS 2024-25,Division,Khyber Pakhtunkhwa,Hazara,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,1855721,NA,45.31,3443
LFS 2024-25,Division,Khyber Pakhtunkhwa,Kohat,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,853936,NA,46.68,1057
LFS 2024-25,Division,Khyber Pakhtunkhwa,Malakand,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,2660868,NA,45.02,4129
LFS 2024-25,Division,Khyber Pakhtunkhwa,Mardan,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,1278265,NA,45.5,1706
LFS 2024-25,Division,Khyber Pakhtunkhwa,Peshawar,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,2825346,NA,47.91,4188
LFS 2024-25,Division,Punjab,Bahawalpur,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,4902179,NA,43.4,5508
LFS 2024-25,Division,Punjab,Dera Ghazi Khan,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,5421861,NA,42.71,6223
LFS 2024-25,Division,Punjab,Faisalabad,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,5103884,NA,52.97,5348
LFS 2024-25,Division,Punjab,Gujranwala,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,5448596,NA,50.32,6123
LFS 2024-25,Division,Punjab,Lahore,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,6697593,NA,48.74,6052
LFS 2024-25,Division,Punjab,Multan,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,5043909,NA,45.86,5306
LFS 2024-25,Division,Punjab,Rawalpindi,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,3323861,NA,46.08,3609
LFS 2024-25,Division,Punjab,Sahiwal,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,3101026,NA,46.77,3432
LFS 2024-25,Division,Punjab,Sargodha,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,3137003,NA,46.56,3603
LFS 2024-25,Division,Sindh,Hyderabad,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,3290808,NA,43.62,4824
LFS 2024-25,Division,Sindh,Karachi,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,5467242,NA,49.21,6605
LFS 2024-25,Division,Sindh,Larkana,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,2533925,NA,43.34,3866
LFS 2024-25,Division,Sindh,Mirpur Khas,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,1362793,NA,46.92,1988
LFS 2024-25,Division,Sindh,Shaheed Benazirabad,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,2028057,NA,43.35,2706
LFS 2024-25,Division,Sindh,Sukkur,NA,Working Conditions,Average actual weekly working hours,hours/week,mean,2113926,NA,45.09,2983
LFS 2024-25,Division,Balochistan,Kalat,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,166012,NA,45277.25,629
LFS 2024-25,Division,Balochistan,Loralai,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,46973,NA,47885.02,147
LFS 2024-25,Division,Balochistan,Mekran,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,222327,NA,53943.21,363
LFS 2024-25,Division,Balochistan,Nasirabad,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,83383,NA,44387.76,256
LFS 2024-25,Division,Balochistan,Quetta,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,336083,NA,48677.96,818
LFS 2024-25,Division,Balochistan,Rakhshan,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,64390,NA,47538.02,178
LFS 2024-25,Division,Balochistan,Sibi,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,94999,NA,51936.23,306
LFS 2024-25,Division,Balochistan,Zhob,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,62794,NA,45926.15,182
LFS 2024-25,Division,Islamabad ICT,Islamabad,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,292141,NA,61301.42,344
LFS 2024-25,Division,Khyber Pakhtunkhwa,Bannu,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,168798,NA,54985.66,200
LFS 2024-25,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,199826,NA,49718.18,339
LFS 2024-25,Division,Khyber Pakhtunkhwa,Hazara,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,317502,NA,46478.13,578
LFS 2024-25,Division,Khyber Pakhtunkhwa,Kohat,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,267542,NA,53865.76,329
LFS 2024-25,Division,Khyber Pakhtunkhwa,Malakand,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,635955,NA,47420.13,964
LFS 2024-25,Division,Khyber Pakhtunkhwa,Mardan,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,284324,NA,47891.23,394
LFS 2024-25,Division,Khyber Pakhtunkhwa,Peshawar,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,820730,NA,53694.13,1236
LFS 2024-25,Division,Punjab,Bahawalpur,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,910617,NA,49955.7,978
LFS 2024-25,Division,Punjab,Dera Ghazi Khan,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,761967,NA,40015.64,823
LFS 2024-25,Division,Punjab,Faisalabad,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,1339022,NA,47434.38,1343
LFS 2024-25,Division,Punjab,Gujranwala,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,1492002,NA,43826.58,1586
LFS 2024-25,Division,Punjab,Lahore,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,2518372,NA,49423.5,2133
LFS 2024-25,Division,Punjab,Multan,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,948691,NA,40970.95,964
LFS 2024-25,Division,Punjab,Rawalpindi,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,1069389,NA,51956.06,1108
LFS 2024-25,Division,Punjab,Sahiwal,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,801213,NA,43853.74,853
LFS 2024-25,Division,Punjab,Sargodha,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,729313,NA,45993.27,802
LFS 2024-25,Division,Sindh,Hyderabad,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,762389,NA,48862.45,1098
LFS 2024-25,Division,Sindh,Karachi,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,2790768,NA,51516.63,3360
LFS 2024-25,Division,Sindh,Larkana,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,477134,NA,49189.74,696
LFS 2024-25,Division,Sindh,Mirpur Khas,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,271306,NA,44740.14,393
LFS 2024-25,Division,Sindh,Shaheed Benazirabad,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,340909,NA,40714.74,444
LFS 2024-25,Division,Sindh,Sukkur,NA,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,419902,NA,48428.31,573
LFS 2024-25,Division,Balochistan,Kalat,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,289438,92825,32.07,1123
LFS 2024-25,Division,Balochistan,Loralai,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,79350,17076,21.52,251
LFS 2024-25,Division,Balochistan,Mekran,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,323564,150983,46.66,526
LFS 2024-25,Division,Balochistan,Nasirabad,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,146267,37218,25.45,446
LFS 2024-25,Division,Balochistan,Quetta,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,441898,150043,33.95,1078
LFS 2024-25,Division,Balochistan,Rakhshan,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,109088,18542,17,311
LFS 2024-25,Division,Balochistan,Sibi,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,137405,56144,40.86,443
LFS 2024-25,Division,Balochistan,Zhob,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,97429,30374,31.18,285
LFS 2024-25,Division,Islamabad ICT,Islamabad,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,363553,138269,38.03,429
LFS 2024-25,Division,Khyber Pakhtunkhwa,Bannu,NA,Working Conditions,Paid employees with paid annual leave,% of employees,pct,219238,138631,63.23,260
