survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Buner,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,274005,48833,17.82,404
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Chitral,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,94956,17441,18.37,294
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,353285,106997,30.29,733
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Malakand,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,181154,70181,38.74,207
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Shangla,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,288445,82874,28.73,268
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Swat,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,587496,147100,25.04,651
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Chitral,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,70975,10398,14.65,157
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Dir,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,252424,100479,39.81,412
LFS 2024-25,District,Khyber Pakhtunkhwa,Mardan,Mardan,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,698890,165452,23.67,735
LFS 2024-25,District,Khyber Pakhtunkhwa,Mardan,Swabi,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,406432,83586,20.57,514
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Charsadda,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,442455,131683,29.76,588
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Khyber,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,294653,92680,31.45,337
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Mohmand,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,139308,25229,18.11,254
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Nowshera,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,348703,92929,26.65,394
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Peshawar,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,913263,251444,27.53,770
LFS 2024-25,District,Punjab,Bahawalpur,Bahawalnagar,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1057401,173487,16.41,1219
LFS 2024-25,District,Punjab,Bahawalpur,Bahawalpur,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,928289,214608,23.12,1289
LFS 2024-25,District,Punjab,Bahawalpur,Rahim Yar Khan,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1623537,296308,18.25,1978
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1130962,233767,20.67,1732
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Layyah,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,880759,238972,27.13,1102
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Muzaffargarh,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1415295,381801,26.98,1505
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Rajanpur,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1013430,156734,15.47,1138
LFS 2024-25,District,Punjab,Faisalabad,Chiniot,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,333459,61446,18.43,445
LFS 2024-25,District,Punjab,Faisalabad,Faisalabad,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1736035,411282,23.69,1967
LFS 2024-25,District,Punjab,Faisalabad,Jhang,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1008549,201710,20,1140
LFS 2024-25,District,Punjab,Faisalabad,Toba Tek Singh,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,751117,205642,27.38,862
LFS 2024-25,District,Punjab,Gujranwala,Gujranwala,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,800009,208233,26.03,972
LFS 2024-25,District,Punjab,Gujranwala,Gujrat,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,479910,105068,21.89,679
LFS 2024-25,District,Punjab,Gujranwala,Hafizabad,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,259932,84796,32.62,365
LFS 2024-25,District,Punjab,Gujranwala,Mandi Bahauddin,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,472057,121204,25.68,592
LFS 2024-25,District,Punjab,Gujranwala,Narowal,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,431285,103677,24.04,770
LFS 2024-25,District,Punjab,Gujranwala,Sialkot,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1046172,335481,32.07,1358
LFS 2024-25,District,Punjab,Lahore,Kasur,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1056361,288563,27.32,1241
LFS 2024-25,District,Punjab,Lahore,Nankana Sahib,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,400266,81410,20.34,590
LFS 2024-25,District,Punjab,Lahore,Sheikhupura,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,860256,245787,28.57,1099
LFS 2024-25,District,Punjab,Multan,Khanewal,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,984130,185724,18.87,1112
LFS 2024-25,District,Punjab,Multan,Lodhran,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,748515,135274,18.07,812
LFS 2024-25,District,Punjab,Multan,Multan,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1164201,347153,29.82,1271
LFS 2024-25,District,Punjab,Multan,Vehari,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1032344,140701,13.63,1284
LFS 2024-25,District,Punjab,Rawalpindi,Attock,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,571432,129548,22.67,644
LFS 2024-25,District,Punjab,Rawalpindi,Chakwal,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,464130,104901,22.6,615
LFS 2024-25,District,Punjab,Rawalpindi,Jhelum,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,286888,62419,21.76,478
LFS 2024-25,District,Punjab,Rawalpindi,Rawalpindi,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,627814,134280,21.39,893
LFS 2024-25,District,Punjab,Sahiwal,Okara,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,797449,188644,23.66,1023
LFS 2024-25,District,Punjab,Sahiwal,Pakpattan,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,741700,142421,19.2,802
LFS 2024-25,District,Punjab,Sahiwal,Sahiwal,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,888822,190748,21.46,1109
LFS 2024-25,District,Punjab,Sargodha,Bhakkar,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,561730,134874,24.01,758
LFS 2024-25,District,Punjab,Sargodha,Khushab,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,410665,97810,23.82,528
LFS 2024-25,District,Punjab,Sargodha,Mianwali,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,504284,86724,17.2,628
LFS 2024-25,District,Punjab,Sargodha,Sargodha,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,1002666,245767,24.51,1228
LFS 2024-25,District,Sindh,Hyderabad,Badin,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,513140,47543,9.27,626
LFS 2024-25,District,Sindh,Hyderabad,Dadu,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,436266,101818,23.34,647
LFS 2024-25,District,Sindh,Hyderabad,Hyderabad,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,116052,10712,9.23,195
LFS 2024-25,District,Sindh,Hyderabad,Jamshoro,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,169339,43720,25.82,275
LFS 2024-25,District,Sindh,Hyderabad,Matiari,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,174966,16081,9.19,272
LFS 2024-25,District,Sindh,Hyderabad,Sujawal,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,218474,19095,8.74,389
LFS 2024-25,District,Sindh,Hyderabad,Tando Allahyar,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,176129,18198,10.33,271
LFS 2024-25,District,Sindh,Hyderabad,Tando Muhammad Khan,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,165454,21292,12.87,373
LFS 2024-25,District,Sindh,Hyderabad,Thatta,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,240958,50585,20.99,443
LFS 2024-25,District,Sindh,Karachi,Karachi West,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,59459,22553,37.93,87
LFS 2024-25,District,Sindh,Karachi,Malir,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,357669,126362,35.33,501
LFS 2024-25,District,Sindh,Larkana,Jacobabad,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,358700,33097,9.23,660
LFS 2024-25,District,Sindh,Larkana,Kambar Shahdad Kot,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,416036,81066,19.49,544
LFS 2024-25,District,Sindh,Larkana,Kashmore,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,477826,37892,7.93,744
LFS 2024-25,District,Sindh,Larkana,Larkana,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,366312,89194,24.35,653
LFS 2024-25,District,Sindh,Larkana,Shikarpur,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,299103,39710,13.28,467
LFS 2024-25,District,Sindh,Mirpur Khas,Mirpur Khas,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,419642,53985,12.86,583
LFS 2024-25,District,Sindh,Mirpur Khas,Tharparkar,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,449830,40248,8.95,760
LFS 2024-25,District,Sindh,Mirpur Khas,Umer Kot,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,302143,22931,7.59,448
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,379078,60507,15.96,520
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Sanghar,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,727956,71508,9.82,923
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,536443,91394,17.04,877
LFS 2024-25,District,Sindh,Sukkur,Ghotki,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,493692,107729,21.82,720
LFS 2024-25,District,Sindh,Sukkur,Khairpur,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,672603,191853,28.52,1120
LFS 2024-25,District,Sindh,Sukkur,Sukkur,Employment Structure,Employment in industry (mining/manufacturing/utilities/construction),% of employed,pct,382049,89399,23.4,500
LFS 2024-25,District,Islamabad ICT,Islamabad,Islamabad,Employment Structure,Employment in services,% of employed,pct,367778,225622,61.35,445
LFS 2024-25,District,Khyber Pakhtunkhwa,Bannu,Bannu,Employment Structure,Employment in services,% of employed,pct,361491,178104,49.27,479
LFS 2024-25,District,Khyber Pakhtunkhwa,Bannu,Lakki Marwat,Employment Structure,Employment in services,% of employed,pct,256753,146572,57.09,254
LFS 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan,Employment Structure,Employment in services,% of employed,pct,435312,155861,35.8,634
LFS 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Tank,Employment Structure,Employment in services,% of employed,pct,137847,89004,64.57,127
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Abbottabad,Employment Structure,Employment in services,% of employed,pct,297700,164899,55.39,473
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Batagram,Employment Structure,Employment in services,% of employed,pct,193613,25125,12.98,262
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Haripur,Employment Structure,Employment in services,% of employed,pct,292880,108919,37.19,408
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Kolai Palas Kohistan,Employment Structure,Employment in services,% of employed,pct,87483,6001,6.86,379
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Lower Kohistan,Employment Structure,Employment in services,% of employed,pct,77139,13455,17.44,172
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Mansehra,Employment Structure,Employment in services,% of employed,pct,564887,113895,20.16,739
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Torghar,Employment Structure,Employment in services,% of employed,pct,69591,8321,11.96,276
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Upper Kohistan,Employment Structure,Employment in services,% of employed,pct,132459,18806,14.2,324
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Hangu,Employment Structure,Employment in services,% of employed,pct,110646,47543,42.97,128
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Karak,Employment Structure,Employment in services,% of employed,pct,177418,89086,50.21,235
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kohat,Employment Structure,Employment in services,% of employed,pct,239529,124146,51.83,328
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kurram,Employment Structure,Employment in services,% of employed,pct,117035,49278,42.11,38
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Orakzai,Employment Structure,Employment in services,% of employed,pct,134063,42305,31.56,153
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Bajaur,Employment Structure,Employment in services,% of employed,pct,359062,123062,34.27,461
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Buner,Employment Structure,Employment in services,% of employed,pct,274005,96309,35.15,404
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Chitral,Employment Structure,Employment in services,% of employed,pct,94956,35528,37.41,294
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Employment Structure,Employment in services,% of employed,pct,353285,151339,42.84,733
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Malakand,Employment Structure,Employment in services,% of employed,pct,181154,83968,46.35,207
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Shangla,Employment Structure,Employment in services,% of employed,pct,288445,135612,47.01,268
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Swat,Employment Structure,Employment in services,% of employed,pct,587496,233735,39.78,651
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Chitral,Employment Structure,Employment in services,% of employed,pct,70975,34809,49.04,157
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Dir,Employment Structure,Employment in services,% of employed,pct,252424,93740,37.14,412
LFS 2024-25,District,Khyber Pakhtunkhwa,Mardan,Mardan,Employment Structure,Employment in services,% of employed,pct,698890,278605,39.86,735
LFS 2024-25,District,Khyber Pakhtunkhwa,Mardan,Swabi,Employment Structure,Employment in services,% of employed,pct,406432,131732,32.41,514
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Charsadda,Employment Structure,Employment in services,% of employed,pct,442455,179089,40.48,588
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Khyber,Employment Structure,Employment in services,% of employed,pct,294653,148638,50.45,337
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Mohmand,Employment Structure,Employment in services,% of employed,pct,139308,66912,48.03,254
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Nowshera,Employment Structure,Employment in services,% of employed,pct,348703,185857,53.3,394
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Peshawar,Employment Structure,Employment in services,% of employed,pct,913263,501702,54.94,770
LFS 2024-25,District,Punjab,Bahawalpur,Bahawalnagar,Employment Structure,Employment in services,% of employed,pct,1057401,204714,19.36,1219
LFS 2024-25,District,Punjab,Bahawalpur,Bahawalpur,Employment Structure,Employment in services,% of employed,pct,928289,251337,27.08,1289
LFS 2024-25,District,Punjab,Bahawalpur,Rahim Yar Khan,Employment Structure,Employment in services,% of employed,pct,1623537,384133,23.66,1978
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Employment Structure,Employment in services,% of employed,pct,1130962,206342,18.24,1732
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Layyah,Employment Structure,Employment in services,% of employed,pct,880759,176631,20.05,1102
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Muzaffargarh,Employment Structure,Employment in services,% of employed,pct,1415295,350767,24.78,1505
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Rajanpur,Employment Structure,Employment in services,% of employed,pct,1013430,119332,11.78,1138
LFS 2024-25,District,Punjab,Faisalabad,Chiniot,Employment Structure,Employment in services,% of employed,pct,333459,95167,28.54,445
LFS 2024-25,District,Punjab,Faisalabad,Faisalabad,Employment Structure,Employment in services,% of employed,pct,1736035,506601,29.18,1967
LFS 2024-25,District,Punjab,Faisalabad,Jhang,Employment Structure,Employment in services,% of employed,pct,1008549,245060,24.3,1140
LFS 2024-25,District,Punjab,Faisalabad,Toba Tek Singh,Employment Structure,Employment in services,% of employed,pct,751117,235269,31.32,862
LFS 2024-25,District,Punjab,Gujranwala,Gujranwala,Employment Structure,Employment in services,% of employed,pct,800009,278193,34.77,972
LFS 2024-25,District,Punjab,Gujranwala,Gujrat,Employment Structure,Employment in services,% of employed,pct,479910,185976,38.75,679
LFS 2024-25,District,Punjab,Gujranwala,Hafizabad,Employment Structure,Employment in services,% of employed,pct,259932,79250,30.49,365
LFS 2024-25,District,Punjab,Gujranwala,Mandi Bahauddin,Employment Structure,Employment in services,% of employed,pct,472057,157086,33.28,592
LFS 2024-25,District,Punjab,Gujranwala,Narowal,Employment Structure,Employment in services,% of employed,pct,431285,158983,36.86,770
LFS 2024-25,District,Punjab,Gujranwala,Sialkot,Employment Structure,Employment in services,% of employed,pct,1046172,370547,35.42,1358
LFS 2024-25,District,Punjab,Lahore,Kasur,Employment Structure,Employment in services,% of employed,pct,1056361,295372,27.96,1241
LFS 2024-25,District,Punjab,Lahore,Nankana Sahib,Employment Structure,Employment in services,% of employed,pct,400266,131613,32.88,590
LFS 2024-25,District,Punjab,Lahore,Sheikhupura,Employment Structure,Employment in services,% of employed,pct,860256,223087,25.93,1099
LFS 2024-25,District,Punjab,Multan,Khanewal,Employment Structure,Employment in services,% of employed,pct,984130,295333,30.01,1112
LFS 2024-25,District,Punjab,Multan,Lodhran,Employment Structure,Employment in services,% of employed,pct,748515,160916,21.5,812
LFS 2024-25,District,Punjab,Multan,Multan,Employment Structure,Employment in services,% of employed,pct,1164201,309599,26.59,1271
LFS 2024-25,District,Punjab,Multan,Vehari,Employment Structure,Employment in services,% of employed,pct,1032344,276578,26.79,1284
LFS 2024-25,District,Punjab,Rawalpindi,Attock,Employment Structure,Employment in services,% of employed,pct,571432,204083,35.71,644
LFS 2024-25,District,Punjab,Rawalpindi,Chakwal,Employment Structure,Employment in services,% of employed,pct,464130,150182,32.36,615
LFS 2024-25,District,Punjab,Rawalpindi,Jhelum,Employment Structure,Employment in services,% of employed,pct,286888,90628,31.59,478
LFS 2024-25,District,Punjab,Rawalpindi,Rawalpindi,Employment Structure,Employment in services,% of employed,pct,627814,300198,47.82,893
LFS 2024-25,District,Punjab,Sahiwal,Okara,Employment Structure,Employment in services,% of employed,pct,797449,167597,21.02,1023
LFS 2024-25,District,Punjab,Sahiwal,Pakpattan,Employment Structure,Employment in services,% of employed,pct,741700,138722,18.7,802
LFS 2024-25,District,Punjab,Sahiwal,Sahiwal,Employment Structure,Employment in services,% of employed,pct,888822,262078,29.49,1109
LFS 2024-25,District,Punjab,Sargodha,Bhakkar,Employment Structure,Employment in services,% of employed,pct,561730,148955,26.52,758
LFS 2024-25,District,Punjab,Sargodha,Khushab,Employment Structure,Employment in services,% of employed,pct,410665,132388,32.24,528
LFS 2024-25,District,Punjab,Sargodha,Mianwali,Employment Structure,Employment in services,% of employed,pct,504284,140525,27.87,628
LFS 2024-25,District,Punjab,Sargodha,Sargodha,Employment Structure,Employment in services,% of employed,pct,1002666,294758,29.4,1228
LFS 2024-25,District,Sindh,Hyderabad,Badin,Employment Structure,Employment in services,% of employed,pct,513140,104923,20.45,626
LFS 2024-25,District,Sindh,Hyderabad,Dadu,Employment Structure,Employment in services,% of employed,pct,436266,115978,26.58,647
LFS 2024-25,District,Sindh,Hyderabad,Hyderabad,Employment Structure,Employment in services,% of employed,pct,116052,34518,29.74,195
LFS 2024-25,District,Sindh,Hyderabad,Jamshoro,Employment Structure,Employment in services,% of employed,pct,169339,40026,23.64,275
LFS 2024-25,District,Sindh,Hyderabad,Matiari,Employment Structure,Employment in services,% of employed,pct,174966,42455,24.26,272
LFS 2024-25,District,Sindh,Hyderabad,Sujawal,Employment Structure,Employment in services,% of employed,pct,218474,61218,28.02,389
LFS 2024-25,District,Sindh,Hyderabad,Tando Allahyar,Employment Structure,Employment in services,% of employed,pct,176129,44195,25.09,271
LFS 2024-25,District,Sindh,Hyderabad,Tando Muhammad Khan,Employment Structure,Employment in services,% of employed,pct,165454,40809,24.66,373
LFS 2024-25,District,Sindh,Hyderabad,Thatta,Employment Structure,Employment in services,% of employed,pct,240958,87028,36.12,443
LFS 2024-25,District,Sindh,Karachi,Karachi West,Employment Structure,Employment in services,% of employed,pct,59459,32122,54.02,87
LFS 2024-25,District,Sindh,Karachi,Malir,Employment Structure,Employment in services,% of employed,pct,357669,158488,44.31,501
LFS 2024-25,District,Sindh,Larkana,Jacobabad,Employment Structure,Employment in services,% of employed,pct,358700,44580,12.43,660
LFS 2024-25,District,Sindh,Larkana,Kambar Shahdad Kot,Employment Structure,Employment in services,% of employed,pct,416036,126952,30.51,544
LFS 2024-25,District,Sindh,Larkana,Kashmore,Employment Structure,Employment in services,% of employed,pct,477826,52664,11.02,744
LFS 2024-25,District,Sindh,Larkana,Larkana,Employment Structure,Employment in services,% of employed,pct,366312,129584,35.38,653
LFS 2024-25,District,Sindh,Larkana,Shikarpur,Employment Structure,Employment in services,% of employed,pct,299103,51238,17.13,467
LFS 2024-25,District,Sindh,Mirpur Khas,Mirpur Khas,Employment Structure,Employment in services,% of employed,pct,419642,110849,26.42,583
LFS 2024-25,District,Sindh,Mirpur Khas,Tharparkar,Employment Structure,Employment in services,% of employed,pct,449830,131990,29.34,760
LFS 2024-25,District,Sindh,Mirpur Khas,Umer Kot,Employment Structure,Employment in services,% of employed,pct,302143,58675,19.42,448
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Employment Structure,Employment in services,% of employed,pct,379078,129761,34.23,520
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Sanghar,Employment Structure,Employment in services,% of employed,pct,727956,117490,16.14,923
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Employment Structure,Employment in services,% of employed,pct,536443,117114,21.83,877
LFS 2024-25,District,Sindh,Sukkur,Ghotki,Employment Structure,Employment in services,% of employed,pct,493692,118724,24.05,720
LFS 2024-25,District,Sindh,Sukkur,Khairpur,Employment Structure,Employment in services,% of employed,pct,672603,157154,23.37,1120
LFS 2024-25,District,Sindh,Sukkur,Sukkur,Employment Structure,Employment in services,% of employed,pct,382049,79466,20.8,500
LFS 2024-25,District,Islamabad ICT,Islamabad,Islamabad,Employment Structure,Paid employees,% of employed,pct,367778,197508,53.7,445
LFS 2024-25,District,Khyber Pakhtunkhwa,Bannu,Bannu,Employment Structure,Paid employees,% of employed,pct,361491,96599,26.72,479
LFS 2024-25,District,Khyber Pakhtunkhwa,Bannu,Lakki Marwat,Employment Structure,Paid employees,% of employed,pct,256753,107149,41.73,254
LFS 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan,Employment Structure,Paid employees,% of employed,pct,435312,230701,53,634
LFS 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Tank,Employment Structure,Paid employees,% of employed,pct,137847,80320,58.27,127
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Abbottabad,Employment Structure,Paid employees,% of employed,pct,297700,171822,57.72,473
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Batagram,Employment Structure,Paid employees,% of employed,pct,193613,52468,27.1,262
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Haripur,Employment Structure,Paid employees,% of employed,pct,292880,148684,50.77,408
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Kolai Palas Kohistan,Employment Structure,Paid employees,% of employed,pct,87483,17543,20.05,379
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Lower Kohistan,Employment Structure,Paid employees,% of employed,pct,77139,58303,75.58,172
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Mansehra,Employment Structure,Paid employees,% of employed,pct,564887,222439,39.38,739
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Torghar,Employment Structure,Paid employees,% of employed,pct,69591,20171,28.99,276
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Upper Kohistan,Employment Structure,Paid employees,% of employed,pct,132459,52329,39.51,324
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Hangu,Employment Structure,Paid employees,% of employed,pct,110646,53594,48.44,128
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Karak,Employment Structure,Paid employees,% of employed,pct,177418,105696,59.57,235
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kohat,Employment Structure,Paid employees,% of employed,pct,239529,107350,44.82,328
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kurram,Employment Structure,Paid employees,% of employed,pct,117035,61597,52.63,38
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Orakzai,Employment Structure,Paid employees,% of employed,pct,134063,47876,35.71,153
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Bajaur,Employment Structure,Paid employees,% of employed,pct,359062,198613,55.31,461
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Buner,Employment Structure,Paid employees,% of employed,pct,274005,93596,34.16,404
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Chitral,Employment Structure,Paid employees,% of employed,pct,94956,36820,38.78,294
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Employment Structure,Paid employees,% of employed,pct,353285,163870,46.38,733
